"Date","Ship","Tons","Nationality","U.Boat","Commander","Fate","Latitude","Longitude"
1942-05-26,"Syros",6191,"USA","U-703","Heinz Bielfeld","Sunk",5.5,72.5833333333333
1942-05-27,"Jack",2622,"USA","U-558","Günther Krech","Sunk",-74.7,17.6
1942-05-27,"Atenas",4639,"USA","U-106","Hermann Rasch","Damaged",-89.0833333333333,25.8333333333333
1942-05-27,"Polyphemus",6269,"Netherlands","U-578","Ernst-August Rehwinkel","Sunk",-63.3666666666667,38.2
1942-05-27,"Hamlet",6578,"Norway","U-753","Alfred Manhardt von Mannstein","Sunk",-91,28.4166666666667
1942-05-27,"Athelknight",8940,"UK","U-172","Carl Emmermann","Sunk",-46,27.8333333333333
1942-05-28,"Poseidon",1928,"Netherlands","U-155","Adolf Cornelius Piening","Sunk",-58.3166666666667,14.5833333333333
1942-05-28,"Yorkmoor",4457,"UK","U-506","Erich Würdemann","Sunk",-72.4833333333333,29.5
1942-05-28,"New Jersey",6414,"USA","U-103","Werner Winter","Sunk",-82.4666666666667,18.5333333333333
1942-05-28,"Alcoa Pilgrim",6759,"USA","U-502","Jürgen von Rosenstiel","Sunk",-67.6166666666667,16.4666666666667
1942-05-28,"Mentor",7383,"UK","U-106","Hermann Rasch","Sunk",-87.0333333333333,24.1833333333333
1942-05-29,"Allister",1597,"UK","U-504","Hans-Georg Friedrich Poske","Sunk",-81.2166666666667,18.3833333333333
1942-05-29,"Norman Prince",1913,"UK","U-156","Werner Hartenstein","Sunk",-62.3333333333333,14.5
1942-05-29,"Western Head",2599,"UK","U-107","Harald Gelhaus","Sunk",-74.3,19.95
1942-05-30,"Baghdad",2161,"Norway","U-155","Adolf Cornelius Piening","Sunk",-54.5,14.25
1942-05-30,"Alcoa Shipper",5491,"USA","U-404","Otto von Bülow","Sunk",-65.25,37.8166666666667
1942-05-31,"Liverpool Packet",1188,"Canada","U-432","Heinz-Otto Schultze","Sunk",-66.3333333333333,43.3333333333333
1942-05-31,"Fred W. Green",2292,"UK","U-506","Erich Würdemann","Sunk",-62,30.3333333333333
1942-06-01,"Hampton Roads",2689,"USA","U-106","Hermann Rasch","Sunk",-85.2166666666667,22.75
1942-06-01,"Bushranger",4536,"Panama","U-107","Harald Gelhaus","Sunk",-81.4166666666667,18.25
1942-06-01,"West Notus",5492,"USA","U-404","Otto von Bülow","Sunk",-68.3333333333333,34.1666666666667
1942-06-01,"Alegrete",5970,"Brazil","U-156","Werner Hartenstein","Sunk",-61.5,13.6666666666667
1942-06-01,"Westmoreland",8967,"UK","U-566","Dietrich Borchert","Sunk",-63.5833333333333,35.9166666666667
1942-06-02,"Triton",2078,"Netherlands","U-558","Günther Krech","Sunk",-59.5666666666667,26
1942-06-02,"Illinois",5447,"USA","U-159","Helmut Friedrich Witte","Sunk",-60,24
1942-06-02,"Knoxville City",5686,"USA","U-158","Erwin Rostin","Sunk",-83.8333333333333,21.25
1942-06-02,"Berganger",6826,"Norway","U-578","Ernst-August Rehwinkel","Sunk",-69.8333333333333,39.4166666666667
1942-06-02,"Mattawin",6919,"UK","U-553","Karl Thurmann","Sunk",-66.0166666666667,40.2333333333333
1942-06-03,"Aeolus",41,"USA","U-432","Heinz-Otto Schultze","Sunk",-66.85,43.1166666666667
1942-06-03,"Lillian",80,"UK","U-156","Werner Hartenstein","Sunk",-59.5,12.4166666666667
1942-06-03,"Ben and Josephine",102,"USA","U-432","Heinz-Otto Schultze","Sunk",-66.85,43.1166666666667
1942-06-03,"Anna",1345,"Sweden","U-404","Otto von Bülow","Sunk",-68.3666666666667,34.1666666666667
1942-06-03,"City of Alma",5446,"USA","U-172","Carl Emmermann","Sunk",-62.5,23
1942-06-03,"M.F. Elliott",6940,"USA","U-502","Jürgen von Rosenstiel","Sunk",-63.8166666666667,12.0666666666667
1942-06-03,"HÃ¸egh Giant",10990,"Norway","U-126","Ernst Bauer","Sunk",-42.7166666666667,6.86666666666667
1942-06-04,"Nidarnes",2647,"Norway","U-158","Erwin Rostin","Sunk",-85.1166666666667,21.2833333333333
1942-06-05,"Sally",150,"Honduras","U-159","Helmut Friedrich Witte","Sunk",-70.25,16.75
1942-06-05,"Paracury",265,"Brazil","U-159","Helmut Friedrich Witte","Damaged",-68.5666666666667,17.5
1942-06-05,"Maria da GlÃ³ria",320,"Portugal","U-94","Otto Ites","Sunk",-39.2,50.2333333333333
1942-06-05,"Delfina",3480,"USA","U-172","Carl Emmermann","Sunk",-67.1166666666667,20.3666666666667
1942-06-05,"L.J. Drake",6693,"USA","U-68","Karl-Friedrich Merten","Sunk",-68.3333333333333,17.5
1942-06-06,"C.O. Stillman",13006,"Panama","U-68","Karl-Friedrich Merten","Sunk",-67.9166666666667,17.55
1942-06-07,"USS Gannet (AVP 8)",840,"USA","U-653","Gerhard Feiler","Sunk",-65.6333333333333,35.8333333333333
1942-06-05,"Velma Lykes",2572,"USA","U-158","Erwin Rostin","Sunk",-86.6,21.35
1942-06-07,"Edith",3382,"USA","U-159","Helmut Friedrich Witte","Sunk",-74.5833333333333,14.55
1942-06-07,"Castilla",3910,"Honduras","U-107","Harald Gelhaus","Sunk",-83.3,20.25
1942-06-07,"Hermis",5234,"Panama","U-158","Erwin Rostin","Sunk",-84.7,23.1333333333333
1942-06-08,"Said",231,"Egypt","U-83","Hans-Werner Kraus","Sunk",NA,NA
1944-04-13,"Solvoll",10,"Norway","U-711","Hans-Günther Lange","Sunk",NA,NA
1942-06-08,"Rosenborg",1512,"UK","U-504","Hans-Georg Friedrich Poske","Sunk",-85.0833333333333,18.7833333333333
1942-06-08,"Sicilien",1654,"USA","U-172","Carl Emmermann","Sunk",-71.3333333333333,17.5
1942-06-08,"Suwied",3249,"USA","U-107","Harald Gelhaus","Sunk",-84.8,20
1942-06-08,"Tela",3901,"Honduras","U-504","Hans-Georg Friedrich Poske","Sunk",-85.3333333333333,18.25
1942-06-08,"Pleasantville",4549,"Norway","U-135","Friedrich-Hermann Praetorius","Sunk",-68,34.2
1942-06-08,"South Africa",9234,"Norway","U-128","Ulrich Heyse","Sunk",-49.7333333333333,12.7833333333333
1942-06-09,"Typhoon",175,"Palestine","U-83","Hans-Werner Kraus","Sunk",NA,NA
1942-06-09,"FFL Mimosa (K 11)",925,"France","U-124","Johann Mohr","Sunk",-32.6166666666667,52.2
1942-06-09,"Bruxelles",5085,"Belgium","U-502","Jürgen von Rosenstiel","Sunk",-66.6833333333333,11.0833333333333
1942-06-09,"Franklin K. Lane",6589,"USA","U-502","Jürgen von Rosenstiel","Sunk",-66.65,11.2
1942-06-09,"Kronprinsen",7073,"Norway","U-432","Heinz-Otto Schultze","Damaged",-67.1833333333333,42.8833333333333
1942-06-09,"Malayan Prince",8593,"UK","U-432","Heinz-Otto Schultze","Damaged",-67.1833333333333,42.8833333333333
1942-06-08,"Esther",100,"Palestine","U-83","Hans-Werner Kraus","Sunk",35.25,33.5833333333333
1942-06-10,"Havre",2073,"UK","U-81","Friedrich Guggenberger","Sunk",28.6,31.1666666666667
1942-06-10,"Merrimack",2606,"USA","U-107","Harald Gelhaus","Sunk",-85.9166666666667,19.7833333333333
1942-06-10,"L.A. Christensen",4362,"Norway","U-129","Hans-Ludwig Witt","Sunk",-63.9,27.7333333333333
1942-06-10,"Athene",4681,"Norway","U-559","Hans Heidtmann","Sunk",28.1666666666667,31.2
1942-06-10,"Ramsay",4855,"UK","U-94","Otto Ites","Sunk",-34.9833333333333,51.8833333333333
1942-06-10,"Ardenvohr",5025,"UK","U-68","Karl-Friedrich Merten","Sunk",-80.3333333333333,12.75
1942-06-10,"Port Montreal",5882,"UK","U-68","Karl-Friedrich Merten","Sunk",-80.3333333333333,12.2833333333333
1942-06-10,"Brambleleaf",5917,"UK","U-559","Hans Heidtmann","Total.Loss",28.1666666666667,31.2
1942-06-10,"Empire Clough",6147,"UK","U-94","Otto Ites","Sunk",-35,51.8333333333333
1942-06-10,"Surrey",8581,"UK","U-68","Karl-Friedrich Merten","Sunk",-80.3333333333333,12.75
1942-06-11,"Crijnssen",4282,"Netherlands","U-504","Hans-Georg Friedrich Poske","Sunk",-82.1833333333333,18.2333333333333
1942-06-11,"Pontypridd",4458,"UK","U-569","Hans-Peter Hinsch","Damaged",NA,NA
1942-06-11,"Pontypridd",4458,"UK","U-94","Otto Ites","Sunk",-41.6166666666667,49.8333333333333
1942-06-11,"American",4846,"USA","U-504","Hans-Georg Friedrich Poske","Sunk",-84.4666666666667,17.9666666666667
1942-06-11,"Hagan",6401,"USA","U-157","Wolf Henne","Sunk",-77.5,22
1942-06-11,"Geo H. Jones",6914,"UK","U-455","Hans-Heinrich Giessler","Sunk",-22.6666666666667,45.6666666666667
1942-06-11,"Fort Good Hope",7130,"UK","U-159","Helmut Friedrich Witte","Sunk",-80.2666666666667,10.3166666666667
1942-06-11,"Sheherazade",13467,"Panama","U-158","Erwin Rostin","Sunk",-91.3333333333333,28.6833333333333
1942-06-12,"HMS Grove (L 77)",1050,"UK","U-77","Heinrich Schonder","Sunk",25.5,32.0833333333333
1942-06-12,"Dartford",4093,"UK","U-124","Johann Mohr","Sunk",-41.55,49.3166666666667
1942-06-12,"Cities Service Toledo",8192,"USA","U-158","Erwin Rostin","Sunk",-91.9833333333333,29.0333333333333
1942-06-12,"Hardwicke Grange",9005,"UK","U-129","Hans-Ludwig Witt","Sunk",-65.75,25.75
1942-06-13,"HMS Farouk",96,"UK","U-83","Hans-Werner Kraus","Sunk",35.7333333333333,34.3166666666667
1942-06-13,"Sixaola",4693,"USA","U-159","Helmut Friedrich Witte","Sunk",-81.1666666666667,9.68333333333333
1942-06-13,"Solon Turman",6762,"USA","U-159","Helmut Friedrich Witte","Sunk",-80.4,10.75
1942-06-14,"Regent",3280,"Latvia","U-504","Hans-Georg Friedrich Poske","Sunk",-84.1666666666667,17.8333333333333
1942-06-14,"Lebore",8289,"USA","U-172","Carl Emmermann","Sunk",-80.6666666666667,12.8833333333333
1942-06-15,"Dutch Princess",125,"UK","U-126","Ernst Bauer","Sunk",-60.1,13.7666666666667
1942-06-15,"HMS LCT-119",450,"UK","U-431","Wilhelm Dommes","Damaged",NA,NA
1942-06-15,"HMS Kingston Ceylonite (FY 214)",448,"UK","U-701","Horst Degen","Sunk",-75.85,36.8666666666667
1942-06-15,"USS Bainbridge (DD 246)",1190,"USA","U-701","Horst Degen","Damaged",-75.85,36.8666666666667
1942-06-15,"Pelayo",1346,"UK","U-552","Erich Topp","Sunk",-17.6333333333333,43.3
1942-06-15,"Etrib",1943,"UK","U-552","Erich Topp","Sunk",-17.6333333333333,43.3
1942-06-15,"Thurso",2436,"UK","U-552","Erich Topp","Sunk",-18.0333333333333,43.6833333333333
1942-06-15,"Bennestvet",2438,"Norway","U-172","Carl Emmermann","Sunk",-82.2,10.7833333333333
1942-06-15,"City of Oxford",2759,"UK","U-552","Erich Topp","Sunk",-18.2,43.7
1942-06-15,"Cold Harbor",5010,"Panama","U-502","Jürgen von Rosenstiel","Sunk",-62.9166666666667,11.6666666666667
1942-06-15,"West Hardaway",5702,"USA","U-502","Jürgen von Rosenstiel","Sunk",-62.25,11.8333333333333
1942-06-15,"Slemdal",7374,"Norway","U-552","Erich Topp","Sunk",-17.6333333333333,43.3
1942-06-15,"Scottsburg",8001,"USA","U-502","Jürgen von Rosenstiel","Sunk",-62.9333333333333,11.85
1942-06-15,"Frimaire",9242,"France","U-68","Karl-Friedrich Merten","Sunk",-73.6666666666667,11.8333333333333
1942-06-15,"Esso Augusta",11237,"USA","U-701","Horst Degen","Damaged",-75.85,36.8666666666667
1942-06-15,"Robert C. Tuttle",11615,"USA","U-701","Horst Degen","Damaged",-75.85,36.8666666666667
1942-06-16,"Managua",2220,"Nicaragua","U-67","Günther Müller-Stöckheim","Sunk",-81.6666666666667,24.0833333333333
1942-06-16,"HMS Hermione (74)",5450,"UK","U-205","Franz-Georg Reschke","Sunk",26,33.3333333333333
1942-06-16,"Cherokee",5896,"USA","U-87","Joachim Berger","Sunk",-69.1666666666667,42.4166666666667
1942-06-16,"Kahuku",6062,"USA","U-126","Ernst Bauer","Sunk",-63.1166666666667,11.9
1942-06-16,"Arkansan",6997,"USA","U-126","Ernst Bauer","Sunk",-62.85,12.1166666666667
1942-06-16,"Port Nicholson",8402,"UK","U-87","Joachim Berger","Sunk",-69.4166666666667,42.1833333333333
1942-06-16,"Nueva Altagracia",30,"Dominica","U-161","Albrecht Achilles","Sunk",-67.5833333333333,13.45
1942-06-17,"Moira",1560,"Norway","U-158","Erwin Rostin","Sunk",-96.3333333333333,25.5833333333333
1942-06-17,"San Blas",3601,"Panama","U-158","Erwin Rostin","Sunk",-95.55,25.4333333333333
1942-06-17,"Santore",7117,"USA","U-701","Horst Degen","Sunk",-75.85,36.8666666666667
1942-06-18,"Flora",1417,"Netherlands","U-159","Helmut Friedrich Witte","Sunk",-72.6,11.9166666666667
1942-06-18,"Motorex",1958,"UK","U-172","Carl Emmermann","Sunk",-81.5,10.1666666666667
1942-06-28,"Tillie Lykes",2572,"USA","U-154","Walther Kölle","Sunk",-69.75,16.95
1942-06-17,"Millinocket",3274,"USA","U-129","Hans-Ludwig Witt","Sunk",-79.9666666666667,23.2
1942-06-18,"Seattle Spirit",5627,"USA","U-124","Johann Mohr","Sunk",-42.6166666666667,50.4
1942-06-19,"Cheerio",35,"USA","U-107","Harald Gelhaus","Sunk",-67.6666666666667,18.0333333333333
1942-06-19,"USS YP-389",170,"USA","U-701","Horst Degen","Sunk",-75.3333333333333,34.8333333333333
1942-06-19,"Ante Matkovic",2710,"Yugoslavia","U-159","Helmut Friedrich Witte","Sunk",-72.5,12.0833333333333
1942-06-21,"West Ira",5681,"USA","U-128","Ulrich Heyse","Sunk",-57.0833333333333,12.4666666666667
1942-06-22,"Rio Tercero",4864,"Argentina","U-202","Hans-Heinz Linder","Sunk",-72.5333333333333,39.25
1942-06-22,"E.J. Sadler",9639,"USA","U-159","Helmut Friedrich Witte","Sunk",-67.8666666666667,15.6
1942-06-23,"Resolute",35,"Colombia","U-172","Carl Emmermann","Sunk",-80.5,13.25
1942-06-23,"Arriaga",2345,"Panama","U-68","Karl-Friedrich Merten","Sunk",-72.2666666666667,13.1333333333333
1942-06-23,"Rawleigh Warner",3664,"USA","U-67","Günther Müller-Stöckheim","Sunk",-89.25,28.8833333333333
1942-06-23,"Major General Henry Gibbins",5766,"USA","U-158","Erwin Rostin","Sunk",-87.75,24.5833333333333
1942-06-23,"Torvanger",6568,"Norway","U-84","Horst Uphoff","Sunk",-41.5,39.6666666666667
1942-06-23,"Andrea BrÃ¸vig",10173,"Norway","U-128","Ulrich Heyse","Sunk",-59.1666666666667,12.1666666666667
1942-06-24,"John R. Williams",396,"USA","U-373","Paul-Karl Loeser","Sunk",-74.8333333333333,38.75
1942-06-24,"Ljubica Matkovic",3289,"Yugoslavia","U-404","Otto von Bülow","Sunk",-75.6666666666667,34.5
1942-06-24,"Willimantic",4857,"UK","U-156","Werner Hartenstein","Sunk",-51.9666666666667,25.9166666666667
1942-06-25,"Nordal",3845,"Panama","U-404","Otto von Bülow","Sunk",-75.6666666666667,34.5
1942-06-25,"Manuela",4772,"USA","U-404","Otto von Bülow","Sunk",-75.6666666666667,34.5
1942-06-25,"Anglo-Canadian",5268,"UK","U-153","Wilfried Reichmann","Sunk",-55.5166666666667,25.2
1942-06-26,"Pedrinhas",3666,"Brazil","U-203","Rolf Mützelburg","Sunk",-62.1,23.1166666666667
1942-06-26,"Putney Hill",5216,"UK","U-203","Rolf Mützelburg","Sunk",-63.2666666666667,24.3333333333333
1942-06-26,"Tamesis",7256,"Norway","U-701","Horst Degen","Damaged",-75.6833333333333,34.9833333333333
1942-06-26,"Jagersfontein",10083,"Netherlands","U-107","Harald Gelhaus","Sunk",-54.8,31.9333333333333
1942-06-27,"Las Choapas",2005,"Mexico","U-129","Hans-Ludwig Witt","Sunk",-96.3333333333333,20.25
1942-06-27,"Potlatch",6085,"USA","U-153","Wilfried Reichmann","Sunk",-53.3,19.3333333333333
1942-06-27,"Moldanger",6827,"Norway","U-404","Otto von Bülow","Sunk",-70.8666666666667,38.05
1942-06-27,"Tuxpam",7008,"Mexico","U-129","Hans-Ludwig Witt","Sunk",-96.3333333333333,20.25
1942-06-27,"Polybius",7041,"USA","U-128","Ulrich Heyse","Sunk",-57.6666666666667,10.9166666666667
1942-06-27,"Leiv Eiriksson",9952,"Norway","U-126","Ernst Bauer","Sunk",-59.95,13.3
1942-06-28,"Zealand",1433,"UK","U-97","Friedrich Bürgel","Sunk",34.7166666666667,32.45
1942-06-28,"Memas",1755,"Greece","U-97","Friedrich Bürgel","Sunk",34.7166666666667,32.45
1942-06-28,"Sea Thrush",5447,"USA","U-505","Axel-Olaf Loewe","Sunk",-60.9833333333333,22.6333333333333
1942-06-28,"Raphael Semmes",6027,"USA","U-332","Johannes Liebe","Sunk",-64.5,29.5
1942-06-28,"Sam Houston",7176,"USA","U-203","Rolf Mützelburg","Sunk",-62.3666666666667,19.35
1942-06-28,"William Rockefeller",14054,"USA","U-701","Horst Degen","Sunk",-75.1166666666667,35.1166666666667
1942-06-29,"Mona Marie",126,"Canada","U-126","Ernst Bauer","Sunk",-60.1666666666667,12.3666666666667
1942-06-29,"Everalda",3950,"Latvia","U-158","Erwin Rostin","Sunk",-70.75,31
1942-06-29,"Ruth",4833,"USA","U-153","Wilfried Reichmann","Sunk",-59.3333333333333,21.6666666666667
1942-06-29,"Thomas McKean",7191,"USA","U-505","Axel-Olaf Loewe","Sunk",-60,22
1942-06-29,"Empire Mica",8032,"UK","U-67","Günther Müller-Stöckheim","Sunk",-85.2833333333333,29.4166666666667
1942-06-29,"Waiwera",12435,"UK","U-754","Hans Oestermann","Sunk",-34.4833333333333,45.8166666666667
1942-06-30,"Mosfruit",2714,"Norway","U-458","Kurt Diggins","Sunk",-23.6666666666667,56.1666666666667
1942-06-30,"HMS Medway (F 25)",14650,"UK","U-372","Heinz-Joachim Neumann","Sunk",30.5833333333333,32.05
1942-07-01,"Marilyse Moller",786,"UK","U-97","Friedrich Bürgel","Sunk",33.7333333333333,31.3666666666667
1942-07-01,"Cadmus",1855,"Norway","U-129","Hans-Ludwig Witt","Sunk",-92.5,22.8333333333333
1942-07-01,"City of Birmingham",5861,"USA","U-202","Hans-Heinz Linder","Sunk",-70.8833333333333,35.1666666666667
1942-07-01,"Warrior",7551,"USA","U-126","Ernst Bauer","Sunk",-61.0333333333333,10.9
1942-07-02,"Gundersen",1841,"Norway","U-129","Hans-Ludwig Witt","Sunk",-92.5833333333333,23.55
1942-07-03,"San Pablo",3305,"Panama","U-161","Albrecht Achilles","Total.Loss",-83.0333333333333,9.98333333333333
1942-07-03,"Gulfbelle",7104,"USA","U-126","Ernst Bauer","Damaged",-60.65,11.6666666666667
1942-07-03,"Alexander Macomb",7191,"USA","U-215","Fritz Hoeckner","Sunk",-66.5833333333333,41.8
1942-07-04,"Norlandia",2689,"USA","U-575","Günther Heydemann","Sunk",-68.65,19.55
1942-07-04,"Tuapse",6320,"USSR","U-129","Hans-Ludwig Witt","Sunk",-86.1,22.2166666666667
1942-07-04,"William Hooper",7177,"USA","U-334","Hilmar Siemon","Sunk",27.25,75.95
1942-07-04,"Christopher Newport",7191,"USA","U-457","Karl Brandenburg","Sunk",22.4166666666667,75.8166666666667
1942-07-05,"Carlton",5127,"USA","U-88","Heino Bohmann","Sunk",24.5833333333333,72.8333333333333
1942-07-05,"River Afton",5479,"UK","U-703","Heinz Bielfeld","Sunk",43,75.95
1942-07-05,"Empire Byron",6645,"UK","U-703","Heinz Bielfeld","Sunk",33.5,76.3
1942-07-05,"Honomu",6977,"USA","U-456","Max-Martin Teichert","Sunk",38,75.0833333333333
1942-07-05,"Daniel Morgan",7177,"USA","U-88","Heino Bohmann","Sunk",45.1,75.1333333333333
1942-07-05,"Earlston",7195,"UK","U-334","Hilmar Siemon","Sunk",37.6666666666667,74.9
1942-07-06,"Lalita",65,"Panama","U-154","Walther Kölle","Sunk",-86.6666666666667,21.75
1942-07-06,"Hero",1376,"Norway","U-375","Jürgen Könenkamp","Sunk",34.5833333333333,32.3833333333333
1942-07-06,"Bayard",2160,"Norway","U-67","Günther Müller-Stöckheim","Sunk",-88.7333333333333,29.5833333333333
1942-07-06,"Dinaric",2555,"UK","U-132","Ernst Vogelsang","Sunk",-66.5,49.5
1942-07-06,"Anastassios Pateras",3382,"Greece","U-132","Ernst Vogelsang","Sunk",-66.5,49.5
1942-07-06,"Hainaut",4312,"Belgium","U-132","Ernst Vogelsang","Sunk",-66.5,49.5
1942-07-06,"John Witherspoon",7191,"USA","U-255","Reinhart Reche","Sunk",48.5,72.0833333333333
1942-07-06,"Avila Star",14443,"UK","U-201","Adalbert Schnee","Sunk",-22.8,38.0666666666667
1942-07-07,"Hartlebury",5082,"UK","U-355","Günter La Baume","Sunk",52,72.5
1942-07-07,"Alcoa Ranger",5116,"USA","U-255","Reinhart Reche","Sunk",49.5833333333333,71.6333333333333
1942-07-07,"Paul H. Harwood",6610,"USA","U-67","Günther Müller-Stöckheim","Damaged",-88.6333333333333,29.4333333333333
1942-07-07,"Aldersdale",8402,"UK","U-457","Karl Brandenburg","Sunk",45,75
1942-07-08,"Olopana",6069,"USA","U-255","Reinhart Reche","Sunk",51,72.1666666666667
1942-07-08,"J.A. Moffett, Jr.",9788,"USA","U-571","Helmut Möhlmann","Total.Loss",-80.7,24.7833333333333
1942-07-09,"Nicholas Cuneo",1051,"Honduras","U-571","Helmut Möhlmann","Sunk",-82.55,23.9
1942-07-09,"Empire Explorer",5345,"UK","U-575","Günther Heydemann","Sunk",-60.9166666666667,11.6666666666667
1942-07-09,"Triglav",6363,"Yugoslavia","U-66","Friedrich Markworth","Sunk",-48.1666666666667,26.7833333333333
1942-07-09,"Cape Verde",6914,"UK","U-203","Rolf Mützelburg","Sunk",-60.2833333333333,11.5333333333333
1942-07-09,"Santa Rita",8379,"USA","U-172","Carl Emmermann","Sunk",-55.6666666666667,26.1833333333333
1942-07-10,"Hoosier",5060,"USA","U-376","Friedrich-Karl Marks","Sunk",38.5833333333333,69.4166666666667
1942-07-10,"El Capitan",5255,"Panama","U-251","Heinrich Timm","Sunk",40.8333333333333,69.3833333333333
1942-07-10,"Benjamin Brewster",5950,"USA","U-67","Günther Müller-Stöckheim","Sunk",-90.0833333333333,29.0833333333333
1942-07-11,"Carmen",84,"Dominica","U-166","Hans-Günther Kuhlmann","Sunk",-70.2,19.7166666666667
1942-07-11,"Stanvac Palembang",10013,"Panama","U-203","Rolf Mützelburg","Sunk",-60.3833333333333,11.4666666666667
1942-07-12,"TachirÃ¡",2325,"USA","U-129","Hans-Ludwig Witt","Sunk",-81.75,18.25
1942-07-12,"Shaftesbury",4284,"UK","U-116","Werner von Schmidt","Sunk",-25.5,31.7
1942-07-12,"Siris",5242,"UK","U-201","Adalbert Schnee","Sunk",-24.8,31.3333333333333
1942-07-12,"Cortona",7093,"UK","U-116","Werner von Schmidt","Damaged",NA,NA
1942-07-12,"Cortona",7093,"UK","U-201","Adalbert Schnee","Sunk",-24.75,32.75
1942-07-12,"Port Hunter",8826,"UK","U-582","Werner Schulte","Sunk",-23.8333333333333,31.25
1942-07-13,"Oneida",2309,"USA","U-166","Hans-Günther Kuhlmann","Sunk",-74.1,20.2833333333333
1942-07-13,"Andrew Jackson",5990,"USA","U-84","Horst Uphoff","Sunk",-81.0333333333333,23.5333333333333
1942-07-13,"Sithonia",6723,"UK","U-201","Adalbert Schnee","Sunk",-25,29
1942-07-13,"Paulus Potter",7168,"Netherlands","U-255","Reinhart Reche","Sunk",40.1666666666667,75.95
1942-07-13,"R.W. Gallagher",7989,"USA","U-67","Günther Müller-Stöckheim","Sunk",-91.0833333333333,28.8333333333333
1942-07-14,"Adinda",3359,"Netherlands","U-562","Horst Hamm","Damaged",35.1666666666667,33.55
1942-07-15,"Bluefields",2063,"Nicaragua","U-576","Hans-Dieter Heinicke","Sunk",-75.3666666666667,34.7666666666667
1942-07-15,"British Yeoman",6990,"UK","U-201","Adalbert Schnee","Sunk",-24.3333333333333,26.7
1942-07-15,"Empire Attendant",7524,"UK","U-582","Werner Schulte","Sunk",-21.85,23.8
1942-07-15,"Chilore",8310,"USA","U-576","Hans-Dieter Heinicke","Damaged",-75.3666666666667,34.7833333333333
1942-07-15,"J.A. Mowinckel",11147,"Panama","U-576","Hans-Dieter Heinicke","Damaged",-75.3166666666667,33.7333333333333
1942-07-15,"Pennsylvania Sun",11394,"USA","U-571","Helmut Möhlmann","Damaged",-83.7,24.0833333333333
1942-07-16,"Gertrude",16,"USA","U-166","Hans-Günther Kuhlmann","Sunk",-82,23.5333333333333
1942-07-16,"Fairport",6165,"USA","U-161","Albrecht Achilles","Sunk",-64.55,27.1666666666667
1942-07-16,"Beaconlight",6926,"Panama","U-160","Georg Lassen","Sunk",-61.0833333333333,10.9833333333333
1942-07-18,"Comrade",69,"UK","U-575","Günther Heydemann","Sunk",-58.8333333333333,11.3333333333333
1942-07-18,"Glacier",75,"UK","U-575","Günther Heydemann","Sunk",-58.9666666666667,10.8333333333333
1942-07-18,"Carmona",5496,"Panama","U-160","Georg Lassen","Sunk",-61.3333333333333,10.9666666666667
1942-07-18,"San Gaspar",12910,"UK","U-575","Günther Heydemann","Damaged",-60.45,10.5
1942-07-19,"Port Antonio",1266,"Norway","U-129","Hans-Ludwig Witt","Sunk",-84,23.65
1942-07-19,"Baja California",1648,"Honduras","U-84","Horst Uphoff","Sunk",-82.45,25.2333333333333
1942-07-19,"Leonidas M.",4573,"Greece","U-332","Johannes Liebe","Sunk",-52.0666666666667,37.0166666666667
1942-07-19,"Lavington Court",5372,"UK","U-564","Reinhard Suhren","Sunk",-25.4666666666667,42.6333333333333
1942-07-19,"Empire Hawksbill",5724,"UK","U-564","Reinhard Suhren","Sunk",-25.9333333333333,42.4833333333333
1942-07-20,"Frederika Lensen",4367,"UK","U-132","Ernst Vogelsang","Total.Loss",-65.2,49.3666666666667
1942-07-21,"William Cullen Bryant",7176,"USA","U-84","Horst Uphoff","Damaged",-82.3833333333333,24.1333333333333
1942-07-21,"Donovania",8149,"UK","U-160","Georg Lassen","Sunk",-61.1666666666667,10.9333333333333
1942-07-22,"Urious",153,"Colombia","U-505","Axel-Olaf Loewe","Sunk",-81.4666666666667,12.4
1942-07-22,"Honolulan",7493,"USA","U-582","Werner Schulte","Sunk",-22.2,8.68333333333333
1942-07-22,"Vassiliki",140,"Greece","U-77","Heinrich Schonder","Sunk",34.5833333333333,34.75
1942-07-23,"Onondaga",2309,"USA","U-129","Hans-Ludwig Witt","Sunk",-78.7333333333333,22.6666666666667
1942-07-23,"Garmula",5254,"UK","U-752","Karl-Ernst Schroeter","Sunk",-14.75,5.53333333333333
1942-07-24,"Toufic El Rahman",30,"Syria","U-77","Heinrich Schonder","Sunk",NA,NA
1942-07-25,"Lucille M.",54,"Canada","U-89","Dietrich Lohmann","Sunk",-65.6333333333333,42.0333333333333
1942-07-25,"HMS Laertes (T 137)",545,"UK","U-201","Adalbert Schnee","Sunk",-14.2833333333333,6
1942-07-25,"Telamon",2078,"Netherlands","U-160","Georg Lassen","Sunk",-59.9,9.25
1940-09-21,"Broompark",5136,"UK","U-48","Heinrich Bleichrodt","Damaged",NA,NA
1942-07-25,"Broompark",5136,"UK","U-552","Erich Topp","Sunk",-40.4333333333333,49.0333333333333
1942-07-25,"British Merit",8093,"UK","U-552","Erich Topp","Damaged",-40.6,49.05
1942-07-25,"Tankexpress",10095,"Norway","U-130","Ernst Kals","Sunk",-26.5166666666667,10.0833333333333
1942-07-26,"Oaxaca",4351,"Mexico","U-171","Günther Pfeffer","Sunk",-96.1333333333333,28.3833333333333
